Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,COALINDIA,512.35,371.45,456.35,475.9
SELL,GILLETTE,7210.5,6365.97,6686.8,6920.19
SELL,CAMS,3549.65,2797.07,3199.81,3344.22
SELL,CGPOWER,686.25,465.46,563.37,621.93
SELL,HAL,5273.65,2821.05,3962.78,4533.96
SELL,HDFCAMC,4090.2,3230.48,3762.7,3808.19
SELL,NAM-INDIA,623.7,449.26,550.71,590.93
SELL,ABSLAMC,574.8,464.82,501.16,508.65
SELL,BEL,318.65,178.94,237.28,262.16
SELL,BAJAJ-AUTO,9335.45,6831.15,8759.14,8496.93
SELL,NBCC,150.65,95.66,132.11,139.47
SELL,EMAMILTD,634.1,501.51,485.71,540.1
SELL,POLYCAB,6929.15,5158.29,5613.54,6115.99
SELL,ABB,8728,5174.53,7019.6,7997.71
SELL,GPIL,980,717.45,842.78,915.65
SELL,CMSINFO,449.2,382.5,406.33,421.18
SELL,COROMANDEL,1341.25,1141.05,1173.59,1246.01
SELL,BLUESTARCO,1599.85,1088.23,1422.68,1499.94
