Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,ABCAPITAL,234.11,186.37,216.24,224.75
SELL,ASHOKLEY,237.96,180.79,196.93,218.85
SELL,BIOCON,344.45,267.55,296.33,316.01
SELL,COROMANDEL,1466.35,1151,1213.35,1303.83
SELL,DIXON,10140.5,6504.43,8471.45,9239.36
SELL,LALPATHLAB,2802.05,2435.01,2442.2,2639.87
SELL,ENDURANCE,2472.55,1809.87,2036.81,2219.21
SELL,ESCORTS,4126.35,3138.83,3454.27,3860
SELL,FEDERALBNK,167.59,151.07,159.08,162.97
SELL,GLAXO,2655.75,1880.33,2149.98,2402.41
SELL,HONAUT,53398.2,40135.84,46877.26,52028.79
SELL,LODHA,1478.2,1005.86,1236.59,1323.38
SELL,OBEROIRLTY,1930.75,1371.04,1609.33,1791.63
SELL,PHOENIXLTD,3406.5,2425.55,3062.64,3163.67
SELL,POLYCAB,6997.9,5255.88,5980.06,6687.93
SELL,PRESTIGE,1872.25,1078.57,1447.23,1626.47
SELL,SUNTV,753.1,642.17,650.4,682.9
SELL,SUPREMEIND,6155.35,4414.21,4936.04,5566.24
SELL,UNOMINDA,986.3,672.05,770.17,841.54
SELL,ZFCVINDIA,17703.9,15206.19,14629.81,15469.58
