Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,AAVAS,1900.45,1547.27,1614.05,1674.26
SELL,ABCAPITAL,236.06,187.48,220.55,227.81
SELL,ABFRL,330.5,236.54,271.05,302.84
SELL,ASAHIINDIA,669.55,570.51,599.78,601.21
SELL,AVANTIFEED,639.75,474.11,536.09,555.41
SELL,DMART,5039.3,4051.81,4662.3,4649.78
SELL,BALKRISIND,3345.6,2531.34,2705.66,3126.76
SELL,BDL,1627.3,810.25,1153.92,1463.17
SELL,BIKAJI,731.65,531.95,564.15,616.73
SELL,BOSCHLTD,33379.2,24681.92,30485.51,31071.33
SELL,CIEINDIA,582.1,485.72,510.37,547.73
SELL,CARBORUNIV,1783.05,1228.32,1497.95,1650.44
SELL,CENTURYTEX,2358.9,1449.62,1987.67,2120.5
SELL,CHAMBLFERT,438.35,344.69,397.65,407.19
SELL,CHEMPLASTS,592.8,478.31,489.86,504.19
SELL,CHOLAHLDNG,1288.95,1087.28,1125.7,1166.23
SELL,CHOLAFIN,1454.15,1185.86,1251.72,1309.86
SELL,CIPLA,1574.8,1330.9,1439.29,1497.06
SELL,COCHINSHIP,2320.8,872.17,1496.81,1914.77
SELL,COROMANDEL,1530.15,1159.66,1245.69,1355.62
SELL,CROMPTON,428.65,308.49,348.36,401
SELL,DIXON,11546.85,6628.9,8742.49,9769.18
SELL,EIDPARRY,733.35,569.73,640.11,680.12
SELL,EICHERMOT,4936.1,3928.14,4581.34,4759
SELL,EMAMILTD,740.7,511.4,540.94,633.32
SELL,ENDURANCE,2729.6,1830.05,2099.02,2329.65
SELL,ERIS,1048.45,881.98,899.67,946.71
SELL,ESCORTS,4302.1,3167.69,3567.37,3965.58
SELL,EXIDEIND,564.55,335.96,462.83,506.46
SELL,FEDERALBNK,175.09,151.87,160.86,165.03
SELL,GMRINFRA,97.84,74.29,84.96,87.24
SELL,GRSE,1847.55,894.91,1119.9,1394.87
SELL,GLENMARK,1242.85,898.13,1083.62,1154.52
SELL,GPIL,1088.9,739.41,905.45,973.74
SELL,GODFRYPHLP,4246.45,2630.12,3517.43,3874.6
SELL,GODREJPROP,3088.9,2163,2721.58,2833.29
SELL,GESHIP,1227.15,932.12,1049.03,1088.53
SELL,HFCL,124.19,86.56,99.33,103.43
SELL,HAL,5533.45,2968.08,4286.64,4937.98
SELL,POWERINDIA,11351.5,6258.08,9463.65,10668.18
SELL,HOMEFIRST,1069.2,904.28,877.48,870.93
SELL,ICICIGI,1745.25,1502.39,1667.22,1641.3
SELL,IEX,185.87,144.47,154.73,162.41
SELL,INDHOTEL,621.45,488.56,580.53,576.77
SELL,JKPAPER,518,382.02,379.56,403.72
SELL,JSWENERGY,706.7,481.55,612.03,626.55
SELL,JSWSTEEL,925.35,824.08,884.17,904.06
SELL,KAYNES,3894.45,2631.04,2912.6,3397.12
SELL,KEC,932.1,673.24,761.15,793.44
SELL,LICHSGFIN,748.85,559.55,654.04,663.52
SELL,LLOYDSME,747.7,597.72,697.22,700.5
SELL,LODHA,1592.2,1022.49,1267.24,1393.75
SELL,M&M,2961.9,1832.84,2353.35,2677.8
SELL,MAZDOCK,4178.25,2228.35,2651,3205.99
SELL,MINDACORP,474.45,383.85,422.14,435.22
SELL,MSUMI,78.75,64.98,69.05,68.65
SELL,NBCC,158.19,100.66,138.48,146.33
SELL,NAM-INDIA,654.6,464.09,581.42,609.38
SELL,PHOENIXLTD,3804.55,2461.53,3121.68,3276.26
SELL,POLYCAB,7110.25,5300.58,6136.01,6812.32
SELL,PRAJIND,689.9,540.5,540.21,563.86
SELL,PRESTIGE,1935.15,1105.42,1500.05,1699.51
SELL,RADICO,1781,1531.37,1693.79,1670.63
SELL,RKFORGE,809.3,711.34,716.67,708.33
SELL,MOTHERSON,180.32,110.96,136.37,152.44
SELL,SHRIRAMFIN,2829.75,2183.61,2458.73,2465.42
SELL,SUNTECK,562.45,444.8,456.67,491.03
SELL,TEJASNET,1375.25,880.5,1080.82,1215.99
SELL,TIMKEN,4712.65,3168.57,3598.26,4092.86
SELL,TITAGARH,1496.15,966.46,1146.34,1318.64
SELL,TRENT,5357.6,3279.58,4491.69,4819.35
SELL,TIINDIA,4363.25,3489.14,3778.51,3888.39
SELL,UNOMINDA,1070.7,680.05,797.26,899.7
SELL,UTIAMC,1043.9,850.53,932.3,948.38
SELL,VGUARD,413.8,319.09,362.46,385.29
SELL,VTL,494.5,411.4,455.17,460.04
SELL,VARROC,694.9,516.32,551.27,594.27
SELL,VOLTAS,1536.15,1050.29,1371.12,1410.58
SELL,WHIRLPOOL,1825,1473.24,1512.24,1601.03
