Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,ABB,9020,5342.74,7407.78,8288.28
SELL,ABSLAMC,679.1,476.74,537.86,564.98
SELL,BAJAJ-AUTO,9961.75,7105.48,9094.6,9318.86
SELL,BASF,4952.7,3215.48,4104.85,4453.74
SELL,BLUESTARCO,1736.35,1127.66,1486.11,1573.4
SELL,CGPOWER,688.8,476.66,588.15,651.28
SELL,COROMANDEL,1508.8,1157.36,1237.75,1342.13
SELL,EICHERMOT,4935.1,3920.29,4561.07,4746.89
SELL,GPIL,1078.85,736.88,898.65,964.72
SELL,GRINDWELL,2714.65,2186.39,2275.35,2511.26
SELL,GRSE,1630,889.49,1099.45,1356.71
SELL,MAZDOCK,3877.55,2216.8,2607.35,3134.91
SELL,MSUMI,73.91,64.89,68.84,68.15
SELL,NATCOPHARM,1210.6,900.09,1019.9,1054.58
SELL,NBCC,159.47,100.11,137.88,145.54
SELL,PETRONET,323.9,252.63,301.69,305.12
SELL,POLYCAB,7079.9,5289.28,6097.92,6781.35
SELL,SCHAEFFLER,4825.6,3232.69,3858.53,4406.94
SELL,SKFINDIA,6921.2,4883.23,5270.7,6143.05
SELL,TIINDIA,4307,3481.41,3766.64,3860.47
