Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,ABB,9020,5342.74,7407.78,8288.28
SELL,AAVAS,1853.8,1545.64,1604.35,1659.09
SELL,ABCAPITAL,239.96,187.21,219.85,227.29
SELL,ABFRL,328.6,235.98,269.16,299.57
SELL,AMBUJACEM,677.2,529.14,623.29,633.04
SELL,ASHOKLEY,239.84,181.55,200.93,223.95
SELL,BEML,4716.15,2953.6,3775.36,4238.77
SELL,BAJAJ-AUTO,9961.75,7105.48,9094.6,9318.86
SELL,BHARATFORG,1717.3,1197.91,1380.82,1560.33
SELL,BIKAJI,725.55,530.7,560.04,607.46
SELL,BLUESTARCO,1736.35,1127.66,1486.11,1573.4
SELL,CGPOWER,688.8,476.66,588.15,651.28
SELL,CARBORUNIV,1773.95,1225.02,1488.71,1647.84
SELL,CENTURYTEX,2245.45,1442.72,1974,2110.82
SELL,CHEMPLASTS,621.5,477.7,487.2,499.09
SELL,CHOLAHLDNG,1287.85,1085.43,1123.06,1157.99
SELL,CHOLAFIN,1447,1183.81,1246.58,1301.4
SELL,CIPLA,1564.75,1329.19,1437.58,1488.28
SELL,COCHINSHIP,2122.35,862.64,1470.09,1869.47
SELL,COROMANDEL,1508.8,1157.36,1237.75,1342.13
SELL,CROMPTON,426.55,307.81,345.38,399.16
SELL,DIXON,11242.85,6595.64,8669.86,9638.76
SELL,EIDPARRY,728,568.36,637.1,675.27
SELL,EICHERMOT,4935.1,3920.29,4561.07,4746.89
SELL,ENDURANCE,2694.1,1824.5,2082.39,2301.58
SELL,ESCORTS,4292.1,3160.42,3538.83,3940.5
SELL,FEDERALBNK,174.4,151.67,160.44,164.46
SELL,FINCABLES,1594.55,1054.2,1170.04,1401.75
SELL,FORTIS,502.25,397.42,450.26,463.29
SELL,GMRINFRA,93.92,74.07,84.7,86.65
SELL,GRSE,1630,889.49,1099.45,1356.71
SELL,GLENMARK,1237.15,895.79,1078.5,1143.36
SELL,GPIL,1078.85,736.88,898.65,964.72
SELL,GODFRYPHLP,4093.35,2619.85,3499.54,3861.91
SELL,GESHIP,1215.8,929.86,1044.39,1078.36
SELL,GRINDWELL,2714.65,2186.39,2275.35,2511.26
SELL,HFCL,117.95,86.28,98.83,102.05
SELL,HOMEFIRST,1072.3,903.29,875,859.53
SELL,HONAUT,57926.8,40364.53,47915.91,52736.83
SELL,ICICIGI,1730.9,1500.31,1666.1,1637.51
SELL,IEX,179.67,144.17,153.86,160.68
SELL,JKPAPER,490.8,381.27,376.06,396.67
SELL,JSWENERGY,683.6,479.82,608.74,620.91
SELL,KNRCON,388.7,272.94,283.28,319.82
SELL,KAYNES,3797.85,2620.37,2890.31,3356.41
SELL,KEC,935.5,671.84,757.21,786.37
SELL,LTF,181.87,152.81,163.13,161.18
SELL,LICHSGFIN,731.65,557.91,651.85,658.68
SELL,LODHA,1557.1,1018.04,1258.74,1374.13
SELL,M&M,2928.6,1825.73,2333.55,2655.43
SELL,MAXHEALTH,927.9,709.41,815.85,817.67
SELL,MAZDOCK,3877.55,2216.8,2607.35,3134.91
SELL,MSUMI,73.91,64.89,68.84,68.15
SELL,NATCOPHARM,1210.6,900.09,1019.9,1054.58
SELL,NBCC,159.47,100.11,137.88,145.54
SELL,OIL,699.45,447.25,630.11,643.17
SELL,POLICYBZR,1372.05,956.04,1260.11,1277.97
SELL,PETRONET,323.9,252.63,301.69,305.12
SELL,PHOENIXLTD,3561.6,2451.29,3103.56,3238.04
SELL,PPLPHARMA,157.86,126.58,146.38,149.96
SELL,POLYMED,1985.45,1527.91,1681.18,1806.87
SELL,POLYCAB,7079.9,5289.28,6097.92,6781.35
SELL,PRAJIND,700.15,539.54,537.19,555.77
SELL,PRESTIGE,1926.85,1098.53,1487.62,1680.82
SELL,SKFINDIA,6921.2,4883.23,5270.7,6143.05
SELL,MOTHERSON,174.62,110.54,135.18,149.89
SELL,SCHAEFFLER,4825.6,3232.69,3858.53,4406.94
SELL,SHRIRAMFIN,2732.15,2178.68,2451.45,2442.51
SELL,SIEMENS,7790.2,4592.13,6375.92,7072.94
SELL,SOBHA,2181.15,1222.7,1793.06,1947.37
SELL,SUMICHEM,497.55,404.29,421.54,463.4
SELL,SUNTECK,562.15,443.82,454.03,485.33
SELL,TVSMOTOR,2503.85,1903.79,2144.51,2296.29
SELL,TATASTEEL,183.15,141.68,168.26,174.21
SELL,TIMKEN,4579.35,3160.87,3562.63,4068
SELL,TRENT,5245.55,3262.79,4462.37,4783.2
SELL,TIINDIA,4307,3481.41,3766.64,3860.47
SELL,UNOMINDA,1042.75,677.86,789.66,883.64
SELL,UTIAMC,1001.05,849.01,928.44,942.16
SELL,ULTRACEMCO,11242.8,9391.62,9947.46,10317.71
SELL,VARROC,681.3,514.77,548.54,587.95
SELL,VBL,1639.25,1223.94,1474.95,1503.13
SELL,VOLTAS,1498.5,1046.65,1364.21,1398.19
SELL,ZYDUSLIFE,1109.55,789.33,1009.29,1060.8
