Signal,Symbol,CMP,SMA200,SMA50,SMA20
BUY,ALLCARGO,61.29,71.82,69.36,65.86
SELL,ASAHIINDIA,677.90,573.03,605.83,613.13
SELL,BIKAJI,728.90,535.57,575.40,645.16
SELL,MAPMYINDIA,2531.50,1951.53,1966.92,2005.51
SELL,CHEMPLASTS,561.25,479.64,495.98,517.92
SELL,EIDPARRY,783.70,574.72,652.84,703.54
SELL,FIVESTAR,823.15,734.83,744.93,767.86
SELL,GPIL,1135.50,747.18,927.11,998.67
SELL,GRANULES,490.65,398.52,430.24,453.29
SELL,KAYNES,3902.75,2661.68,2982.83,3464.75
SELL,MHRIL,480.80,404.74,411.18,415.67
SELL,NBCC,166.07,102.35,140.44,148.58
SELL,NAM-INDIA,664.45,469.26,589.63,617.14
SELL,POLYMED,2067.80,1539.41,1715.60,1856.87
SELL,PRAJIND,688.60,543.53,548.92,588.78
SELL,RAILTEL,476,330.52,397.98,412.96
SELL,RKFORGE,899.10,714.56,726.83,730.18
SELL,SUNTECK,609.60,448.40,466.54,514.32
SELL,TITAGARH,1582.70,978.21,1180.10,1359.57
SELL,VGUARD,424.80,320.66,367.10,391.22
SELL,WHIRLPOOL,1847.20,1476.24,1541.52,1645.04
SELL,ZENSARTECH,752.05,567.71,627.83,661.77
