Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,3MINDIA,37965.45,31472.53,31706.17,34594.55
SELL,ASTRAL,2273.65,1968.82,2110.78,2170.08
SELL,BAYERCROP,6513.25,5451.39,5535.77,5643.32
SELL,BIOCON,345.70,270.30,306.06,325.78
SELL,CUMMINSIND,3899.95,2433.95,3473.64,3675.26
SELL,ESCORTS,4334.50,3187.27,3641.66,4025.88
SELL,FACT,1134.45,702.62,720.06,773.64
SELL,GMRINFRA,97.97,74.84,85.74,88.86
SELL,JSWENERGY,723.65,486.85,619.35,641.47
SELL,KALYANKJIL,453,346.60,408.09,405.58
SELL,LODHA,1594.80,1035.75,1293.45,1435.55
SELL,OIL,699.80,455.30,635.24,651.11
SELL,PHOENIXLTD,3597.90,2489.76,3168.90,3344.19
SELL,RVNL,409.75,230.76,320.51,381.68
SELL,SUZLON,53.05,38.58,44.32,48.38
SELL,UNOMINDA,1081.05,686.82,818.30,943.13
